x,y
30.0,46.637033262114706
30.404040404040405,44.28361876925568
30.80808080808081,31.979557435520327
31.21212121212121,37.304812270154386
31.616161616161616,46.390897899553224
32.02020202020202,33.8401880944381
32.42424242424242,44.35884662051037
32.82828282828283,39.410736653298386
33.23232323232323,46.32512020330746
33.63636363636363,49.39947872804931
34.04040404040404,45.48294151080506
34.44444444444444,44.64806701383806
34.84848484848485,36.5965196461539
35.25252525252525,35.543216506424095
35.656565656565654,37.15684282593683
36.06060606060606,52.53319322990338
36.464646464646464,54.00177622217525
36.868686868686865,48.23469492035214
37.27272727272727,51.5227009050944
37.676767676767675,54.368836416801926
38.08080808080808,40.3220512479977
38.484848484848484,41.599759217056224
38.888888888888886,53.71665162182749
39.292929292929294,46.35197541143516
39.696969696969695,50.039688022125326
40.101010101010104,52.21431289845482
40.505050505050505,56.1370404092485
40.90909090909091,57.063054460334115
41.313131313131315,51.151158781479346
41.717171717171716,55.99587284413408
42.121212121212125,55.69416211614616
42.525252525252526,53.807775936716595
42.92929292929293,61.48987241927348
43.333333333333336,58.78084876206468
43.73737373737374,55.12896358702651
44.141414141414145,61.578338898391266
44.54545454545455,62.70077862023352
44.94949494949495,58.473344484992985
45.35353535353535,52.48930118129411
45.75757575757576,61.06356335279329
46.161616161616166,50.108557655120144
46.56565656565657,58.72728558244814
46.96969696969697,50.44654331705267
47.37373737373737,56.96528672767491
47.77777777777778,55.401150278754685
48.18181818181818,59.572752613031305
48.58585858585859,52.198278321076735
48.98989898989899,65.95376006196827
49.39393939393939,67.16123360822864
49.7979797979798,64.69548000010718
50.2020202020202,60.41932578303178
50.60606060606061,52.230681127995354
51.01010101010101,55.26167471862483
51.41414141414141,70.22258567979404
51.81818181818181,61.04139131522106
52.22222222222222,52.48681576807292
52.62626262626263,56.703890538227064
53.03030303030303,53.82294732284282
53.43434343434343,57.44773216904572
53.838383838383834,56.33943834968512
54.24242424242424,57.44526636901599
54.64646464646465,61.52984757788795
55.05050505050505,58.45124302818575
55.45454545454545,55.81336629716946
55.858585858585855,60.852943476743484
56.26262626262626,62.632189283000486
56.66666666666667,61.05872912304818
57.07070707070707,59.55949283344877
57.474747474747474,70.90815902013637
57.878787878787875,61.9587124928971
58.282828282828284,69.2283662905459
58.686868686868685,59.20649703047695
59.09090909090909,65.324178449024
59.494949494949495,69.14375713445466
59.898989898989896,73.73930465564212
60.3030303030303,72.85917868147129
60.707070707070706,62.82366710587624
61.111111111111114,68.40576847084532
61.515151515151516,75.41489557752996
61.91919191919192,73.7525086511199
62.323232323232325,63.41894121975511
62.72727272727273,71.10884060406615
63.13131313131313,63.38106499186987
63.535353535353536,67.19097637415865
63.93939393939394,76.0263588466084
64.34343434343435,81.13468538857059
64.74747474747474,70.05802925076588
65.15151515151516,71.66933714893722
65.55555555555556,68.85601280949992
65.95959595959596,72.25717387061687
66.36363636363636,70.10091968497565
66.76767676767676,82.41393760584705
67.17171717171718,79.84136267020934
67.57575757575758,78.66564970514233
67.97979797979798,83.82926977933946
68.38383838383838,75.42217720861355
68.78787878787878,82.1744486220969
69.1919191919192,80.9583127873785
69.5959595959596,75.80145723860947
70.0,87.23218940337372
